0,psychic,self_check
0,cathode-rays,self_check
0,operational-definition,self_check
0,slow-time,self_check
0,bacteria-queue,self_check
0,nigeria,self_check
0,count-sig-figs,self_check
0,mg-to-kg,answer
0,geometric-mean,answer
0,triangle-formula,answer
1,yd2-yd3,self_check
1,axle-ratios,self_check
1,square-mm-to-cm,answer
1,light-bucket,answer
1,richter,answer
1,martini,answer
1,liter-cube,answer
1,great-wall,answer
1,taxa-scaling,bare_answer
1,jelly-beans,answer
2,rigid-body,self_check
2,gymnastics-wheel,self_check
2,t-versus-delta-t,self_check
2,delta-x-bouncing,self_check
2,inertia-counterexamples,self_check
2,light-year-to-meters,answer
2,inside-freight-train,answer
2,cycloid,answer
2,cross-deck,answer
3,rolling-distances,self_check
3,x-graph-to-v-graph,answer
3,stupid,answer
3,mars-drop-time,answer
3,honeybeeaccel,answer
3,dodge-viper,answer
3,bounce-graph,answer
3,two-ramps,answer
3,graph-bouncing,answer
3,ramp-half-speed,answer
4,interpret-terminal-v,self_check
4,force-or-not,self_check
4,time-to-brake,answer
4,mass-or-weight,answer
4,lowering-climber,answer
5,swimming-and-walking,self_check
5,static-or-kinetic,self_check
5,partridge,self_check
5,friction-and-normal,self_check
5,find-directions-of-forces,self_check
5,combine-springs,answer
5,youngs-modulus,answer
5,third-law-partners,answer
5,box-uphill-partners,answer
5,waterbottle-in-space,answer
5,caryatid,answer
6,blown-sideways,self_check
6,cannon-range,answer
7,translate-to-vector,self_check
7,scale-vector,self_check
7,subtract-vectors,self_check
8,acceleration-vector,self_check
8,projectile-a-vector,self_check
8,annie-oakley,answer
8,cargo-plane,answer
8,wagon-uphill,answer
8,angle-of-repose,answer
8,stemming,answer
9,uniform-or-nonuniform,self_check
9,cyclists,answer
9,tilt-a-whirl,answer
9,off-ramp,answer
10,gravity-independent-of-v,self_check
10,fill-in-inverse-square,self_check
10,kepler-hyperbolic,self_check
10,mineshaft,self_check
10,ceres,answer
10,prove-a-equals-g,answer
10,ida,answer
10,upsilon-andromedae,answer
10,geosynchronous,answer
10,receding-moon,hint
10,receding-moon,answer
10,alien-gangster,answer
11,spring-energy,self_check
11,bulletthroughbook,answer
11,boatengine,answer
11,aronskeratio,answer
11,microwave-waste,answer
12,throw-up-or-down,self_check
12,grasshopper,answer
12,skater-rolls-off-pipe,answer
12,pe-ke-yin-yang,answer
12,niagara-hydroelectric,answer
13,work-scalar-joules,self_check
13,ball-does-work-on-spring,self_check
13,breaking-trail,self_check
13,work-constant-and-not-constant,self_check
13,is-work-conserved,answer
14,hockey-pucks,answer
14,fridge-recoil,answer
14,firework,answer
14,energy-frames,answer
14,funkosity,answer
15,compare-torques,self_check
15,lennardjones,hint
15,pliers,answer
15,toppling-rod,answer
16,solidspressureside,self_check
16,heart-efficiency,bare_answer
16,challenger-deep,answer
16,fusion,answer
16,half-brick,answer
16,inversion-layer,answer
18,damping,self_check
18,damping-energy,self_check
18,opera,self_check
19,ribbon-on-spring,self_check
19,interpret-waves-on-string,self_check
20,reflected-energy,self_check
20,invisible-to-sonar,self_check
20,absorption-and-speed,self_check
20,film,self_check
20,guitar-period,self_check
20,fish-pattern,self_check
20,flute,bare_answer
21,typesofcharge,self_check
21,inductionneg,self_check
21,killbattery,self_check
21,nacl,hint
21,hail-an-electron-cab,answer
21,measure-on-printed-circuit,answer
21,vnacl,hint
21,combine-unequal-resistors,answer
21,tetrahedron-resistors,answer
22,pointchargefield,self_check
22,pointchargevtoe,self_check
22,topointerp,self_check
22,zero-e-center-of-square,answer
22,neuronenergy,hint
23,grandparents-house,self_check
23,gammaatvzero,self_check
23,gamma-approx-si,answer
24,alternator,self_check
24,doppler-approaching,self_check
24,nestedsolenoids,hint
24,force-on-wire-in-b,answer
24,force-between-wires,answer
24,b-from-photo,answer
24,field-at-mouth-of-solenoid,answer
24,rel-vel-addition,answer
25,lrcsigns,self_check
25,xvqi,self_check
25,caplabel,self_check
26,quantizedmoney,self_check
26,reversedthomson,self_check
26,hbindingenergy,self_check
26,unequalcollisioncons,self_check
26,mass-energy,self_check
26,beta-decay-charge-conservation,answer
26,crt-speed,answer
27,angular-defect,answer
27,tossed-clock,hint
27,tossed-clock,answer
28,two-reflections-from-same-point,self_check
28,stealth,answer
28,parabolic,answer
28,alien-pool,answer
29,move-object-laterally,self_check
29,real-do-and-di,self_check
29,telescopemovehead,answer
30,asymptotes,self_check
30,flatmirrormagnification,answer
30,virtual-image-location,answer
30,magnificationdependsondistance,answer
30,infinitemagnification,answer
30,image-combinations,answer
31,index-of-refraction,self_check
31,lenses-flame,self_check
31,underwaterlens,answer
31,explainlens,answer
31,goggles,answer
31,funkylenses,answer
31,field-of-view,answer
31,constant-thickness,answer
31,real-image-conditions,answer
32,diffract-around-body,self_check
32,trough-trough,self_check
32,single-slit-wavelength,self_check
32,radio-telescopes,self_check
32,microscopeblue,answer
32,star,answer
32,unphysical-diffraction,answer
32,compare-diffraction-same-light,answer
32,compare-double-slits,answer
33,independent-probabilities,self_check
33,interpret-human-height,self_check
34,extract-planck-from-graph,self_check
35,long-wavelength-electron,self_check
35,heisenberg-human-scale,self_check
35,heisenberg-raindrops,self_check
35,schrodingerassumptions,self_check
35,walkthroughwall,self_check
36,find-l-from-picture,self_check
36,tabulate-hydrogen,self_check
